,Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,extras/pool_name
3250,6/11/19,7884,340306,911798,486420,7.46E+12,5.28E+19,0.283,10760259392,2.562,1.294,10.07,50245,360.186,688779,15.662,5.829,F2Pool
3386,10/25/19,7873,328460,860816,444975,1.37E+13,8.73E+19,0.159,5308369715,0.865,0.364,10.435,32294,324.622,662860,14.559,2.05,Foundry USA
3243,6/4/19,7868,374609,913450,522619,7.46E+12,4.98E+19,0.339,8283889704,4.577,2.637,9.351,36532,406.462,749022,15.495,10.173,AntPool
3524,3/11/20,7856,287373,814438,416528,1.66E+13,1.08E+20,0.111,5970077210,0.808,0.356,12.101,46282,343.729,645946,14.944,1.949,Foundry USA
2679,11/17/17,7840,306450,959494,463485,1.36E+12,1.12E+19,1.734,27317713879,10.264,4.36,8.623,97635,578.388,841753,17.348,16.127,Foundry USA
2681,11/19/17,7832,264695,965985,399282,1.36E+12,1.06E+19,1.659,21682657271,7.321,3.074,9,160965,545.167,803338,17.349,11.016,Foundry USA
2866,5/23/18,7816,223034,611034,336212,4.14E+12,2.99E+19,0.537,5409055340,1.08,0.182,8.889,37727,537.134,536633,19.092,1.5,ViaBTC
3249,6/10/19,7810,353472,847699,464279,7.46E+12,5.71E+19,0.283,6817662042,2.25,1.152,9.172,32182,324.775,705255,15.693,4.935,Binance Pool
3248,6/9/19,7796,300770,728182,328239,7.46E+12,5.29E+19,0.28,4229844060,1.633,0.792,9.796,23488,122.282,518978,15.705,3.316,ViaBTC
3244,6/5/19,7778,372788,900845,482326,7.46E+12,6.04E+19,0.278,8002134441,3.326,2.087,9,41751,353.293,789623,15.735,7.386,F2Pool
3245,6/6/19,7756,364369,861381,460854,7.46E+12,5.92E+19,0.273,10400496926,2.601,1.452,9.172,42560,296.922,719552,15.707,5.864,AntPool
3384,10/23/19,7748,349152,703187,419894,1.31E+13,1.11E+20,0.149,4985241310,0.689,0.202,8.571,29567,182.699,645574,14.541,1.459,Foundry USA
3572,4/28/20,7726,323321,843779,500972,1.60E+13,1.19E+20,0.127,4382068690,0.664,0.345,9.351,21013,342.968,844626,14.879,1.424,F2Pool
2881,6/7/18,7708,207484,941450,298396,4.94E+12,3.45E+19,0.404,5906991737,0.768,0.174,10.07,44732,403.249,528720,18.985,1.144,Foundry USA
2877,6/3/18,7706,163280,672304,250918,4.31E+12,3.38E+19,0.469,4537622844,0.722,0.104,8.834,44065,397.742,443036,19.02,0.746,Foundry USA
2680,11/18/17,7705,270738,972039,411895,1.36E+12,9.79E+18,1.567,19593945531,8.253,3.181,10.588,77255,466.085,722113,17.348,14.579,Foundry USA
3571,4/27/20,7705,311076,855411,490304,1.60E+13,1.11E+20,0.125,4525920365,0.695,0.346,10.213,25597,373.437,744993,14.874,1.569,F2Pool
2759,2/5/18,7704,216178,899185,334825,2.60E+12,2.45E+19,0.781,11558710245,6.193,2.559,7.784,65810,987.981,777110,18.367,6.995,F2Pool
3231,5/23/19,7701,389185,913728,475882,6.70E+12,5.63E+19,0.292,6368508508,3.244,1.979,9.114,24131,291.001,710613,15.328,7.668,Foundry USA
2800,3/18/18,7696,164250,600309,245234,3.38E+12,2.47E+19,0.596,3888451491,1.187,0.131,9.536,75838,767.289,438266,18.598,1.326,F2Pool
2927,7/23/18,7681,229314,707695,337411,5.18E+12,4.53E+19,0.356,4991045573,0.875,0.154,8.675,32469,400.337,584758,19.124,1.244,AntPool
3422,11/30/19,7673,277332,761077,369089,1.30E+13,8.86E+19,0.139,4293987584,0.753,0.378,11.429,20732,234.361,579962,15.07,1.7,F2Pool
2883,6/9/18,7653,171163,513263,257158,4.94E+12,3.57E+19,0.387,4310290441,0.836,0.104,10.07,39018,376.229,403622,18.958,1.037,Foundry USA
2882,6/8/18,7650,200234,752551,322562,4.94E+12,3.69E+19,0.378,7173456874,0.684,0.139,9.931,54972,390.864,544739,18.98,0.981,Foundry USA
2880,6/6/18,7619,206270,850900,306657,4.94E+12,3.82E+19,0.37,5101653196,0.719,0.154,9.796,41989,405.809,509100,18.992,1.049,Foundry USA
2876,6/2/18,7615,174345,503723,262542,4.31E+12,3.60E+19,0.405,4222840146,0.711,0.115,9.474,41076,399.819,424940,19.047,0.85,Foundry USA
2937,8/2/18,7598,224720,640873,332219,5.95E+12,4.54E+19,0.324,4577828410,0.852,0.141,9.412,31073,381.32,535229,18.991,1.302,Foundry USA
3421,11/29/19,7595,311154,749060,413544,1.30E+13,9.29E+19,0.142,4804527682,0.798,0.381,10.588,24160,305.237,595151,15.077,1.888,Luxor
2878,6/4/18,7594,209733,933077,309209,4.31E+12,3.58E+19,0.49,7851327880,0.756,0.106,7.869,54997,477.511,585747,19.012,0.905,ViaBTC
3459,1/6/20,7588,299011,803095,400741,1.38E+13,1.04E+20,0.125,3965209700,0.52,0.171,10.667,27811,291.689,595691,15.182,1.2,F2Pool
3570,4/26/20,7583,252696,806036,379500,1.60E+13,1.13E+20,0.116,2626664066,0.623,0.306,10.511,15669,266.129,631761,14.94,1.198,AntPool
2936,8/1/18,7580,240894,821987,346347,5.95E+12,4.47E+19,0.321,4514836182,0.67,0.139,9.6,28438,424.312,574951,18.938,1.123,Foundry USA
3429,12/7/19,7556,285129,593452,354893,1.29E+13,9.57E+19,0.154,2773243602,0.479,0.164,9.29,25311,169.806,572496,15.073,0.924,unknown
3420,11/28/19,7555,309460,618509,404932,1.30E+13,1.01E+20,0.154,3714657725,0.639,0.292,8.834,18624,272.851,630300,15.005,1.269,unknown
2867,5/24/18,7551,206682,595602,308952,4.22E+12,3.30E+19,0.415,5290749770,1.087,0.157,10.07,43628,529.322,479362,19.093,1.638,ViaBTC
3430,12/8/19,7549,278705,581275,324940,1.29E+13,1.02E+20,0.138,2182547930,0.393,0.119,9.73,19754,140.728,483379,15.083,0.778,Foundry USA
2811,3/29/18,7548,192259,564549,287598,3.46E+12,2.44E+19,0.597,4772992117,1.068,0.146,9.474,33143,575.458,461083,18.888,1.413,F2Pool
3569,4/25/20,7541,280669,918040,424326,1.60E+13,1.04E+20,0.125,2933388198,0.747,0.393,10.588,16418,297.704,707800,14.933,1.611,MARA Pool
3445,12/23/19,7529,304702,745234,393244,1.29E+13,1.02E+20,0.133,4317384030,0.466,0.132,10.07,23419,291.082,606564,15.202,1.045,AntPool
3568,4/24/20,7519,319911,906783,492259,1.60E+13,1.16E+20,0.119,6649281304,0.871,0.485,10,29699,384.003,775084,14.954,2.018,AntPool
2869,5/26/18,7517,158621,396972,246235,4.31E+12,3.48E+19,0.443,3221474656,1.067,0.149,8.889,28742,424.872,396709,19.122,1.101,MARA Pool
2874,5/31/18,7517,209356,553455,311574,4.31E+12,3.69E+19,0.437,7577796483,0.777,0.155,8.471,49374,458.287,513406,19.056,1.01,F2Pool
2879,6/5/18,7513,212726,725406,313199,4.42E+12,4.22E+19,0.393,5878358523,0.654,0.115,8.229,43401,443.211,544305,19.005,0.841,Foundry USA
2868,5/25/18,7507,196005,505600,314824,4.31E+12,3.50E+19,0.478,4370983330,1.163,0.212,8.182,36439,466.547,515553,19.136,1.363,AntPool
3458,1/5/20,7503,287616,555135,346762,1.38E+13,1.17E+20,0.131,2540098659,0.31,0.0533,8.834,14695,150.613,515467,15.165,0.58,F2Pool
2875,6/1/18,7501,205315,588453,358172,4.31E+12,3.60E+19,0.437,6244177437,0.744,0.15,8.675,44134,443.233,605820,19.054,0.973,F2Pool
3431,12/9/19,7492,313481,750349,408835,1.29E+13,9.60E+19,0.146,4239872558,0.521,0.169,9.73,28403,274.636,672252,15.081,1.166,Foundry USA
2667,11/5/17,7472,251587,958893,358067,1.45E+12,1.05E+19,1.393,8019469406,5.87,4.103,10.213,180441,589.829,0,17.166,10.089,ViaBTC
3451,12/29/19,7469,279770,552879,344377,1.29E+13,1.01E+20,0.144,2491858564,0.337,0.0664,9.29,14961,161.338,508034,15.163,0.647,MARA Pool
2678,11/16/17,7462,310244,945289,474645,1.36E+12,1.02E+19,1.751,26326242100,12.089,7.462,9.474,91784,780.204,0,17.345,20.928,ViaBTC
3385,10/24/19,7456,303710,782750,399277,1.37E+13,1.07E+20,0.118,4712422233,0.711,0.28,10.827,24528,269.365,606380,14.584,1.713,AntPool
2926,7/22/18,7455,166947,361544,259294,5.18E+12,3.91E+19,0.437,2794502380,0.66,0.102,7.912,25937,314.759,384041,19.12,0.646,AntPool
2873,5/30/18,7454,203903,515774,305672,4.31E+12,3.24E+19,0.505,7365108084,0.828,0.178,8.276,46352,483.03,503582,19.075,1.032,unknown
3428,12/6/19,7436,315241,740366,415077,1.29E+13,9.11E+19,0.15,13356676718,0.591,0.212,9.931,53952,246.869,611850,15.058,1.363,Foundry USA
2924,7/20/18,7430,225375,649260,349367,5.18E+12,4.34E+19,0.333,4561643880,0.761,0.166,9.351,30072,416.373,517442,19.125,1.186,Foundry USA
2922,7/18/18,7413,238595,890893,354411,5.18E+12,4.31E+19,0.38,5363687424,0.989,0.228,8.276,35273,415.113,642136,19.083,1.443,F2Pool
2938,8/3/18,7403,229693,656039,365863,5.95E+12,4.73E+19,0.328,4485935646,0.748,0.142,8.675,31610,376.315,585312,19.056,1.107,ViaBTC
3221,5/13/19,7400,390261,898227,498869,6.70E+12,5.43E+19,0.3,6631002782,2.127,1.199,8.623,31783,416.857,759715,15.535,5.103,Luxor
2923,7/19/18,7399,224868,596242,334321,5.18E+12,4.43E+19,0.362,4753212727,0.949,0.192,8.421,31708,371.508,540081,19.086,1.332,Foundry USA
3457,1/4/20,7390,287047,539139,364305,1.38E+13,1.09E+20,0.143,3470997480,0.317,0.0829,8.571,16928,156.72,540973,15.158,0.583,Foundry USA
3452,12/30/19,7388,324331,661326,418908,1.29E+13,1.02E+20,0.152,4650041072,0.362,0.0678,8.675,22475,223.627,636443,15.171,0.761,BTC.com
2670,11/8/17,7383,301202,953969,435209,1.45E+12,1.12E+19,1.364,14139903096,6.426,4.68,10,104559,783.465,742562,17.341,12.719,AntPool
3414,11/22/19,7367,310407,907937,448245,1.30E+13,8.35E+19,0.149,6718559973,0.95,0.404,10.909,37302,379.459,667790,14.749,2.369,AntPool
3446,12/24/19,7362,290311,792661,375473,1.29E+13,8.17E+19,0.142,3431328318,0.447,0.148,11.52,18493,253.61,588285,15.203,1.115,Braiins Pool
3450,12/28/19,7361,298138,625161,376120,1.29E+13,9.52E+19,0.145,3214320527,0.341,0.0818,9.664,16883,193.723,548303,15.156,0.736,F2Pool
3423,12/1/19,7360,274482,615609,349407,1.30E+13,8.32E+19,0.156,3468082463,0.588,0.287,10.36,18196,199.794,512636,15.073,1.246,Foundry USA
2825,4/12/18,7355,210725,687889,299879,3.51E+12,2.79E+19,0.517,6399715863,1.246,0.313,9.351,74504,567.172,504382,19.04,1.823,F2Pool
2925,7/21/18,7353,184666,569464,278248,5.18E+12,3.92E+19,0.324,3162353372,0.692,0.127,10.511,25496,341.261,415309,19.116,1.005,F2Pool
3427,12/5/19,7351,311323,718546,415911,1.30E+13,1.03E+20,0.132,3735630915,0.549,0.185,9.931,21161,271.351,633406,15.077,1.267,AntPool
2870,5/27/18,7346,144140,367679,232294,4.31E+12,3.57E+19,0.425,4137725139,0.992,0.113,8.78,40856,399.307,362610,19.08,0.942,AntPool
2816,4/3/18,7345,198756,565505,284432,3.51E+12,2.77E+19,0.546,7261310490,0.929,0.122,8.834,48518,557.97,491273,18.992,1.219,Binance Pool
3432,12/10/19,7340,319916,748838,423626,1.29E+13,9.10E+19,0.151,4757475238,0.533,0.196,9.73,26319,262.521,692549,15.089,1.24,Foundry USA
2970,9/4/18,7332,232139,751912,368218,6.73E+12,4.52E+19,0.26,5011905906,0.761,0.197,11.429,29540,365.882,552331,19.469,1.508,AntPool
3226,5/18/19,7328,359551,899666,436867,6.70E+12,4.98E+19,0.301,4457667858,2.747,1.705,9.412,16935,219.079,729951,15.328,6.586,AntPool
3425,12/3/19,7319,336354,681807,436617,1.30E+13,9.38E+19,0.156,4245612301,0.554,0.221,9.114,18553,235.671,644293,15.021,1.274,F2Pool
3424,12/2/19,7315,314585,720855,420893,1.30E+13,9.50E+19,0.142,4379444581,0.607,0.265,9.931,20089,270.947,634227,15.06,1.42,Foundry USA
3426,12/4/19,7314,337117,671516,435391,1.30E+13,1.04E+20,0.149,13491432770,0.641,0.228,8.623,50499,236.571,659547,15.069,1.396,AntPool
2872,5/29/18,7311,204630,676449,302240,4.31E+12,3.26E+19,0.396,7043325913,1.023,0.178,10.36,45680,522.775,482316,19.185,1.623,F2Pool
3551,4/7/20,7310,312602,776351,442713,1.39E+13,1.05E+20,0.148,6622833826,0.592,0.258,8.571,27454,311.356,865931,15.213,1.192,MARA Pool
3453,12/31/19,7293,293302,687065,375764,1.29E+13,9.88E+19,0.135,3430132844,0.369,0.0978,9.931,17976,219.237,585047,15.162,0.813,Foundry USA
3225,5/17/19,7287,361503,910634,505602,6.70E+12,5.02E+19,0.307,7291206169,4.581,2.589,9.536,27511,464.766,797091,15.275,10.751,F2Pool
3553,4/9/20,7286,286552,806742,410400,1.47E+13,1.09E+20,0.13,6108645220,0.592,0.286,9.351,28007,286.369,627165,15.195,1.196,Foundry USA
3447,12/25/19,7283,244538,625243,304500,1.29E+13,8.58E+19,0.137,2887782333,0.391,0.0948,11.25,17725,165.727,474482,15.154,0.814,Foundry USA
3552,4/8/20,7280,285811,808443,413164,1.44E+13,1.11E+20,0.12,3753647455,0.576,0.265,10.07,19290,298.914,677097,15.227,1.251,BTC.com
3448,12/26/19,7278,295896,603083,361824,1.29E+13,9.50E+19,0.161,3398008808,0.465,0.115,8.623,17208,188.536,528323,15.159,0.898,ViaBTC
3444,12/22/19,7276,280901,517655,324187,1.29E+13,1.12E+20,0.138,2939979741,0.332,0.0661,8.521,19607,133.145,484241,15.18,0.603,F2Pool
2871,5/28/18,7274,188907,580565,281734,4.31E+12,3.44E+19,0.419,7468417025,1.121,0.149,9.231,50553,497.523,482512,19.059,1.473,F2Pool
3567,4/23/20,7272,328903,902179,508565,1.60E+13,1.03E+20,0.128,4617186905,0.909,0.444,10.141,20401,384.633,851626,14.951,2.265,ViaBTC
2969,9/3/18,7269,222753,667476,353799,6.73E+12,4.89E+19,0.271,5029033908,0.65,0.115,10,30115,347.18,525670,19.442,1.095,MARA Pool
3419,11/27/19,7269,317458,818579,433190,1.30E+13,8.50E+19,0.151,5178194528,0.775,0.379,10.36,23191,301.838,728301,15.002,1.912,AntPool
3433,12/11/19,7266,291116,807656,403184,1.29E+13,8.81E+19,0.138,4063659763,0.614,0.225,10.909,30110,273.839,691282,15.091,1.47,AntPool
2666,11/4/17,7264,293991,956530,409270,1.45E+12,8.53E+18,1.621,8239673907,6.751,4.662,11.077,142419,522.018,0,17.168,14.4,ViaBTC
3449,12/27/19,7263,322059,709273,415723,1.29E+13,9.73E+19,0.137,3906419258,0.386,0.112,9.931,19540,232.41,617851,15.143,0.936,Binance Pool
2939,8/4/18,7260,191481,456502,294280,5.95E+12,5.05E+19,0.319,3525630379,0.652,0.0985,8.182,36552,326.488,456131,19.048,0.776,Foundry USA
3435,12/13/19,7258,322736,687257,432015,1.29E+13,9.09E+19,0.153,3432593081,0.505,0.198,9.474,16156,253.775,614779,15.109,1.169,F2Pool
3415,11/23/19,7255,306251,577142,406052,1.30E+13,1.06E+20,0.149,5237790792,0.51,0.21,8.324,23896,225.652,600401,14.754,0.987,Luxor
2668,11/6/17,7254,270896,959028,402606,1.45E+12,1.05E+19,1.311,10209227358,6.436,4.586,10.827,74469,693.611,0,17.164,12.636,AntPool
2671,11/9/17,7250,341128,948715,479262,1.45E+12,1.04E+19,1.578,14161688392,7.679,4.915,9.412,47516,684.543,820490,17.384,15.897,F2Pool
3456,1/3/20,7250,316348,629151,414656,1.38E+13,1.07E+20,0.144,5664998633,0.376,0.112,8.521,23302,211.058,619640,15.152,0.77,Foundry USA
2968,9/2/18,7249,187001,512143,300138,6.73E+12,4.99E+19,0.264,4303670006,0.632,0.129,10,32014,289.786,442960,19.407,0.898,AntPool
2665,11/3/17,7240,274116,958895,447775,1.45E+12,9.87E+18,1.265,11463975076,6.959,4.152,12.308,79848,757.735,0,17.17,15.209,ViaBTC
3454,1/1/20,7238,251561,441636,292748,1.30E+13,1.03E+20,0.154,2022006877,0.287,0.0654,8.276,12757,120.996,444396,15.167,0.457,ViaBTC
3434,12/12/19,7217,311662,769174,416674,1.29E+13,9.13E+19,0.133,4228990462,0.523,0.221,10.827,19315,252.871,619735,15.098,1.34,F2Pool
3442,12/20/19,7211,332501,679669,420079,1.29E+13,9.90E+19,0.144,4618709563,0.553,0.229,9.231,21779,231.559,624387,15.246,1.29,AntPool
3416,11/24/19,7209,267237,618433,331456,1.30E+13,9.60E+19,0.124,4075116897,0.459,0.205,10.992,22195,161.503,485782,14.781,1.029,Binance Pool
3443,12/21/19,7208,310942,526732,361120,1.29E+13,1.10E+20,0.146,3138207777,0.385,0.146,8.182,15651,144.449,537139,15.179,0.75,AntPool
3436,12/14/19,7204,293345,635068,378555,1.29E+13,9.86E+19,0.139,2387176288,0.377,0.145,9.536,17894,166.642,551814,15.124,0.808,Foundry USA
3441,12/19/19,7178,319398,704413,412797,1.29E+13,9.60E+19,0.149,4672527254,0.645,0.26,9.172,22527,269.127,627189,15.236,1.443,Binance Pool
3418,11/26/19,7165,321188,913197,444903,1.30E+13,7.41E+19,0.151,4994750892,0.889,0.488,11.803,26130,344.329,663176,14.858,2.549,Foundry USA
3220,5/12/19,7158,338413,911056,411087,6.70E+12,4.78E+19,0.312,5006559351,2.201,1.271,9.114,20098,358.428,730067,15.58,5.008,unknown
3563,4/19/20,7157,251832,623084,363580,1.47E+13,1.13E+20,0.121,2429847548,0.443,0.179,9.474,15509,207.6,627225,14.983,0.813,SBI Crypto
2884,6/10/18,7150,179682,595312,268821,4.94E+12,3.26E+19,0.352,6867968307,0.665,0.108,11.339,55801,427.218,412643,18.965,1.042,Foundry USA
2971,9/5/18,7145,246345,758494,391342,6.73E+12,4.21E+19,0.286,5224405665,0.923,0.304,10.909,27885,400.088,540142,19.515,1.893,F2Pool
3562,4/18/20,7129,288976,747834,425851,1.47E+13,1.05E+20,0.136,2646181233,0.475,0.224,9.114,15082,230.987,760354,14.986,0.966,Foundry USA
3437,12/15/19,7128,263317,706442,345829,1.29E+13,8.43E+19,0.133,2343995952,0.554,0.163,11.613,17566,201.063,485498,15.13,1.303,Foundry USA
3455,1/2/20,7127,295426,696127,363285,1.38E+13,1.15E+20,0.111,3495275949,0.332,0.0841,10.213,16735,215.464,569087,15.138,0.776,unknown
2967,9/1/18,7114,213180,609255,345422,6.73E+12,5.27E+19,0.257,4362467708,0.641,0.146,9.536,29365,295.232,513465,19.375,1.008,ViaBTC
2669,11/7/17,7113,335480,947449,474445,1.45E+12,9.86E+18,1.619,13415217493,6.236,4.265,9.231,74673,539.883,777842,17.322,13.112,MARA Pool
2817,4/4/18,7107,185563,593058,277867,3.51E+12,2.64E+19,0.502,4809928498,0.951,0.138,9.796,54292,577.756,468256,18.97,1.334,Foundry USA
3438,12/16/19,7085,326928,717350,431130,1.29E+13,9.07E+19,0.155,3350181347,0.48,0.186,9.172,16593,217.178,693836,15.15,1.117,ViaBTC
3550,4/6/20,7082,280342,810611,412574,1.39E+13,1.09E+20,0.105,5381429402,0.53,0.209,11.25,27485,355.503,665230,15.203,1.296,F2Pool
2677,11/15/17,7074,321636,961319,487494,1.36E+12,9.25E+18,1.915,20997072808,13.274,7.569,9.474,75243,704.811,656508,17.345,24.115,Foundry USA
3561,4/17/20,7074,284095,875101,443983,1.47E+13,1.03E+20,0.111,4225980413,0.636,0.297,11.339,23514,353.706,725801,14.966,1.584,unknown
2964,8/29/18,7067,237369,714998,399720,6.73E+12,4.87E+19,0.255,4602610700,0.704,0.168,10.36,26783,322.116,588294,19.323,1.344,Foundry USA
3564,4/20/20,7047,310649,744334,466295,1.47E+13,1.15E+20,0.125,3713673033,0.499,0.213,8.944,19006,300.109,688729,14.972,1.081,Foundry USA
2813,3/31/18,7025,148489,555531,220797,3.46E+12,2.46E+19,0.463,3468628764,0.95,0.127,11.25,42448,494.839,377428,18.926,1.24,AntPool
2821,4/8/18,7020,138374,361859,202421,3.51E+12,2.83E+19,0.505,3112606375,1.066,0.131,8.944,37030,382.685,330211,18.975,1.035,Luxor
2940,8/5/18,7009,172021,467620,259845,5.95E+12,4.97E+19,0.284,3447772087,0.555,0.0792,9,41570,317.837,397829,19.043,0.678,Foundry USA
2941,8/6/18,7006,218476,821792,319567,5.95E+12,4.30E+19,0.27,4243072273,0.569,0.105,10.992,40339,356.118,517813,19.038,1.073,Binance Pool
2815,4/2/18,7004,168022,474973,246937,3.51E+12,2.75E+19,0.502,6054216856,0.892,0.12,9.231,60612,504.634,405224,19.003,1.086,Luxor
2942,8/7/18,7000,232894,819190,336628,5.95E+12,4.09E+19,0.327,4608404887,0.559,0.0958,9.536,34157,385.798,589346,19.035,0.977,AntPool
2963,8/28/18,6997,237886,706795,386349,6.73E+12,5.69E+19,0.241,4826709003,1.33,0.21,9.412,55772,363.979,597839,19.334,2.311,SBI Crypto
2966,8/31/18,6994,236921,633720,400302,6.73E+12,4.87E+19,0.282,9282745598,0.746,0.202,9.29,45515,327.475,589527,19.363,1.288,ViaBTC
3566,4/22/20,6986,278624,731649,439284,1.60E+13,1.21E+20,0.0962,3905192113,0.636,0.332,10.992,21692,375.171,633912,14.925,1.527,ViaBTC
3554,4/10/20,6980,288422,632418,417947,1.47E+13,1.17E+20,0.123,4009322926,0.503,0.224,8.834,26306,275.19,645785,15.116,1.01,ViaBTC
3417,11/25/19,6978,279345,748699,382749,1.30E+13,8.56E+19,0.13,5645470730,0.804,0.352,11.52,32846,290.379,535182,14.865,2.019,Foundry USA
2664,11/2/17,6963,352186,953509,495469,1.45E+12,1.15E+19,1.333,13645035658,5.525,3.719,9.351,44545,677.562,0,17.171,12.627,Foundry USA
2672,11/10/17,6951,271625,957897,426236,1.42E+12,1.01E+19,1.252,14522919670,8.188,5.074,12,59685,937.693,692632,17.439,17.588,F2Pool
2965,8/30/18,6947,231237,630848,367183,6.73E+12,5.11E+19,0.265,4226549857,0.724,0.178,9.351,25618,356.407,540618,19.346,1.237,ViaBTC
3556,4/12/20,6946,228376,559686,335115,1.47E+13,1.18E+20,0.114,2233462672,0.391,0.114,9.412,14974,201.503,518495,15.122,0.669,Foundry USA
2822,4/9/18,6918,176416,618370,258573,3.51E+12,2.83E+19,0.454,5146407671,0.879,0.141,9.796,47347,499.715,439488,18.928,1.207,F2Pool
2820,4/7/18,6916,154459,466690,217579,3.51E+12,2.90E+19,0.543,3518903022,1.216,0.137,8,33204,440.529,404330,18.952,1.194,unknown
2824,4/11/18,6912,183087,533398,270337,3.51E+12,2.86E+19,0.492,4803928844,0.859,0.134,8.944,37997,521.098,448320,19.012,1.119,Foundry USA
2812,3/30/18,6908,185778,524121,291035,3.46E+12,2.78E+19,0.51,5500616730,0.958,0.129,8.889,47540,563.905,479054,18.942,1.257,F2Pool
3560,4/16/20,6893,322749,781045,485364,1.47E+13,1.20E+20,0.112,5244755690,0.612,0.284,9.351,23647,322.235,744916,14.993,1.467,ViaBTC
2921,7/17/18,6889,233807,720678,347433,5.20E+12,3.54E+19,0.392,4838633666,0.735,0.139,9.057,31249,420.032,551908,19.071,1.24,Luxor
3558,4/14/20,6874,299223,697048,455108,1.47E+13,1.29E+20,0.113,3298985435,0.516,0.202,8.571,17710,309.821,679385,14.986,1.059,F2Pool
3565,4/21/20,6863,310702,769323,466252,1.56E+13,1.19E+20,0.109,3680922937,0.516,0.233,9.664,17852,296.043,711101,14.969,1.24,ViaBTC
3439,12/17/19,6854,319113,849902,439602,1.29E+13,9.69E+19,0.126,7710051988,0.492,0.187,10.213,38137,268.754,746301,15.155,1.285,Foundry USA
2760,2/6/18,6852,243950,961110,397735,2.61E+12,2.32E+19,0.676,10063745538,4.614,2.191,8.471,53713,921.674,849088,18.421,7.18,ViaBTC
3555,4/11/20,6846,247693,555305,361143,1.47E+13,1.18E+20,0.116,2620878650,0.38,0.118,9.057,16775,205.082,548928,15.124,0.688,unknown
2814,4/1/18,6826,134967,375247,206387,3.49E+12,2.53E+19,0.551,3626222150,0.925,0.128,8.889,42395,443.7,358431,18.936,0.896,AntPool
3547,4/3/20,6822,278631,817031,411126,1.39E+13,1.01E+20,0.114,4428654798,0.632,0.249,10.909,23869,334.742,642918,15.235,1.542,Foundry USA
3219,5/11/19,6807,344827,917647,439227,6.70E+12,4.34E+19,0.274,6109498680,2.47,1.492,11.077,24834,409.287,653576,15.58,7.152,AntPool
2823,4/10/18,6805,186251,582899,276907,3.51E+12,2.64E+19,0.535,4697862483,0.84,0.136,8.78,34349,498.909,459720,18.926,1.11,Foundry USA
3440,12/18/19,6799,314115,839592,430610,1.29E+13,8.69E+19,0.133,5023631251,0.595,0.254,10.746,25175,309.037,609940,15.179,1.615,Foundry USA
3549,4/5/20,6799,240084,576185,333896,1.39E+13,1.15E+20,0.131,2503465568,0.387,0.115,8.229,15605,192.226,519277,15.227,0.621,Binance Pool
3559,4/15/20,6793,310084,757514,472812,1.47E+13,1.19E+20,0.122,4191462061,0.582,0.289,8.521,19184,292.62,824352,15.006,1.242,F2Pool
2818,4/5/18,6780,181676,539654,259993,3.51E+12,2.68E+19,0.5,4422965971,0.913,0.127,9.231,38826,548.65,449931,18.979,1.24,Foundry USA
2886,6/12/18,6775,214450,877130,305169,4.94E+12,3.53E+19,0.353,6369170114,0.692,0.138,9.931,44465,428.355,501890,18.957,1.195,Foundry USA
3548,4/4/20,6773,253117,844014,354204,1.39E+13,9.70E+19,0.138,4486625081,0.446,0.17,9.172,22899,204.719,583935,15.221,0.843,ViaBTC
2885,6/11/18,6767,213056,642270,305167,4.94E+12,3.35E+19,0.359,6907860339,0.784,0.153,10.286,53563,469.873,472045,18.965,1.391,AntPool
